embedding_x,embedding_y
21.572332,3.5849757
21.56113,6.3352604
17.836433,-4.9651437
9.114772,16.686417
-5.153321,10.513162
18.233223,0.067170024
15.425616,-5.475224
18.365866,0.1739904
24.31865,-1.2522415
10.933999,11.980836
-4.6509724,14.201467
2.4083245,21.107405
24.322577,-1.2469761
-1.0142498,16.175655
14.617695,-5.904636
24.335434,-1.230113
7.28266,19.078888
-1.3842708,1.1347494
23.815872,-2.0050304
18.887476,-4.1790257
13.598422,5.694344
21.32601,3.8547413
10.760101,12.219083
18.740692,-4.494577
-5.012788,16.801197
18.56704,0.42404276
8.677172,11.9302435
18.52561,0.38207915
-3.2177045,16.753141
12.674556,-4.9709587
5.6483455,7.238723
-5.183496,12.82713
-5.5046096,13.213133
2.444933,21.064737
20.055626,1.7918915
24.329702,-1.2366751
14.503609,6.595611
18.50464,-4.732727
-2.0271835,17.674347
19.015406,-3.856981
-2.2159626,15.109518
18.190624,0.0294262
-3.4619124,13.7798195
-0.8549178,16.790077
11.145365,12.831633
-2.3020477,17.275341
23.833466,-1.9856666
-2.2184675,15.099408
14.697494,6.368188
-6.2081003,10.930363
7.646275,22.660187
13.962871,7.4788504
18.377691,0.17374393
6.9777894,17.200218
0.32452485,2.5734432
8.932356,16.768326
21.770178,7.091036
19.015593,-3.8445382
2.4116845,21.091208
0.8601608,1.71587
9.1558485,16.737375
22.325274,7.47961
-6.1575828,13.080435
-3.1607728,15.700138
-2.844294,18.60052
24.338268,-1.2263567
14.928096,4.7237496
12.303534,-0.3675384
21.704576,3.6178133
-0.47421604,-3.6738837
-7.498551,8.377468
23.833588,-1.9855367
-1.3715541,1.1478617
13.518972,5.927288
15.155512,-5.1549644
19.036379,-3.8288548
12.687888,-4.9632325
-0.7542114,16.747416
-1.5301558,-3.5072868
18.202457,0.040195726
-6.669526,12.985104
-2.4474647,17.221638
-8.223959,18.568857
21.847033,4.411863
9.074451,16.143408
-3.538636,13.779543
23.773882,-2.0462358
21.538982,3.5767262
14.20974,5.186505
-0.39082217,16.518105
12.719566,-4.9796762
8.924725,21.898203
21.760342,6.0625978
-6.596244,9.471354
18.767372,-4.427149
12.1620035,-1.8694023
-7.0009227,8.396267
21.68196,6.7055426
12.722018,-4.9536266
-4.6393514,-1.4454396
-6.2235427,7.479312
12.666228,-4.972776
21.680948,3.5946531
14.362154,7.884574
10.850608,11.876811
-5.2475505,11.322379
-1.0180855,1.8575037
20.085648,1.8130716
-5.147668,11.978625
8.681567,17.14454
-6.1919785,7.6544876
11.825874,-4.6323867
18.509457,-4.73162
14.833974,-5.39029
2.7572231,21.911633
17.82554,-4.9672136
15.530934,-5.4182606
-0.28518257,17.564623
20.061579,1.7886703
15.519916,10.45567
15.430137,-5.5225964
18.2063,0.044670463
0.22403716,2.5286014
15.736811,7.921126
15.760134,7.4905553
-4.1958127,-1.5727253
18.326904,0.17228526
7.5800886,12.85779
15.593978,6.3006377
14.437029,4.788906
-5.06534,12.652112
18.415089,-4.77722
-4.8813806,14.959719
1.8818592,1.9779207
10.841507,11.89012
-4.9157043,13.482744
-4.522544,17.902798
14.125566,-5.9119473
14.576184,-5.892587
23.74343,-2.0764675
16.339855,6.3289933
16.150715,6.2694325
14.6244755,6.7313085
5.6622467,7.1137314
8.179163,21.82737
15.090532,5.8871703
-0.471133,16.4825
-6.3908997,10.758892
15.82595,8.064098
-5.0563836,14.357033
-3.171751,16.791288
15.842755,8.021752
-4.577256,-0.946566
-4.4507203,0.12471711
-4.9188905,13.366415
14.930408,5.8824306
14.094248,-5.9006424
20.03465,1.7655189
18.553553,-4.6897097
-3.5291874,13.799544
9.115818,16.05759
-4.001996,-3.0949824
-2.520976,-2.5609024
11.899749,-4.7211885
23.839895,-1.9789895
-0.27010477,17.659163
18.64615,-4.6053333
7.627916,22.663275
9.156822,15.983813
20.120369,1.858393
22.231363,6.2350917
9.019537,16.627058
-5.483612,13.268415
14.520705,7.8990283
18.75096,-4.48174
13.469146,6.0596533
19.016144,-3.849607
21.875988,5.84218
14.185792,-5.9754243
7.749093,18.024086
6.2926583,16.714018
15.23678,-5.628719
-4.6094875,-1.9685704
23.812803,-2.007383
15.195715,-5.105007
-6.8185687,9.931816
15.772054,7.2432857
-4.690343,-2.0210595
-5.0139556,14.427518
10.860815,11.863542
21.69215,3.6264517
-7.337632,11.868069
14.660802,-5.3995504
-7.2144055,11.985468
14.362124,5.186443
14.484156,9.0451355
8.628853,22.297352
10.850595,11.855212
8.802101,11.689654
13.474879,5.5023894
18.502354,0.35787964
6.51343,18.8027
-7.30473,11.904893
7.323587,22.120459
-3.4634306,15.864303
21.764982,4.2702985
14.868072,-5.890658
22.258873,6.284802
7.5139565,12.801754
-2.1605625,19.418594
-4.9278617,10.356541
-5.580054,6.950304
15.850215,18.955181
-4.6825824,-6.0142813
2.30395,21.76274
12.24365,-2.3797967
-3.1212845,-2.5619092
-4.0919685,-2.578395
-4.6642704,13.894303
24.329891,-1.2361901
2.5182323,0.76796156
23.786472,-2.033405
15.853569,8.0368805
15.187575,-5.052595
16.406088,6.3717113
12.558462,-4.937464
16.013083,6.3258896
22.201185,6.3811383
16.335733,6.3692822
23.816025,-2.004091
23.83764,-1.9814509
18.416494,0.26619196
0.30701306,2.6061573
14.495235,6.593366
18.705318,-4.5071406
15.742949,7.27017
12.07426,-4.783958
13.687943,5.675953
12.2640295,-2.9403334
14.959906,4.7524905
8.794225,11.6844
14.347101,9.054348
7.422153,18.377985
19.75584,1.4417827
2.499235,21.14422
-1.0134922,1.6544966
23.829348,-1.9903302
-2.223585,15.101524
14.306613,5.354863
-2.4816012,18.233456
2.8317852,20.735996
1.1071268,1.6755757
18.395298,0.22901005
15.240214,5.6506195
23.800432,-2.0184834
-3.1733692,15.7030325
15.354158,-5.5247226
21.568712,6.354144
23.860567,-1.9505223
15.398631,-5.5078206
2.269596,21.788794
12.267395,-4.7778134
-2.2364352,15.112593
15.57508,-5.41325
18.50505,-4.737883
22.046152,6.1319976
14.797788,-5.282102
21.613037,6.826293
19.055992,-3.8086066
19.735783,1.4215271
14.891003,-5.870427
14.878048,-5.8991356
16.299347,6.7211103
15.05147,-5.4389234
-6.2271113,7.459958
15.148039,-5.143915
9.126417,16.711031
15.277217,10.747402
14.9374485,5.6644783
18.209145,0.0492553
14.909245,-5.8717694
15.761064,6.4006763
8.276365,21.261688
-1.0417458,15.822964
15.819032,8.067461
8.164777,21.859324
21.718195,6.951823
20.083517,1.811818
12.049835,-4.796618
21.63887,6.7943373
-6.4318943,10.786511
18.226387,0.06009958
-1.5983536,18.862177
7.26745,17.300356
21.494024,6.528547
12.364527,-4.7063255
22.010395,5.912659
18.201677,0.041315224
6.4946504,16.34942
11.811529,-4.6917815
-3.56677,15.907342
-3.2489622,15.748078
14.296,-5.9583
16.377829,6.3855624
15.392735,10.534228
21.619942,6.2608666
-3.4297476,15.77605
18.212618,0.04985136
15.070556,-5.130432
15.752235,7.275729
15.230615,-5.316815
7.77503,17.985645
-2.2800457,15.103343
14.927387,5.9621696
15.252825,5.5808253
15.619172,-5.3767624
23.848047,-1.9708827
21.580204,6.304705
14.99725,-5.1755724
8.62888,22.296076
10.946032,11.469078
2.316128,-8.463325
22.02114,5.9471464
15.779024,7.2385983
-1.0175965,15.934983
21.669523,6.5468397
22.292242,6.433868
19.033525,-3.8370447
1.5783637,-8.519275
10.920082,13.049291
19.029303,-3.8459027
-6.296774,10.645795
12.227249,-2.204829
12.710388,-4.9765153
16.243237,6.2931232
12.2627125,-2.928588
14.610693,9.049229
14.083478,5.037266
21.799505,7.3124022
15.125221,10.644484
-1.0989748,15.800628
21.852072,3.800288
-0.07692446,1.8087835
21.669573,6.687573
-1.0054474,1.8736894
-2.4254236,18.177393
10.865256,11.882948
14.481002,6.697578
-8.403656,18.374716
14.433998,8.153877
19.036722,-3.8289938
7.658991,12.658687
-8.297297,18.492197
9.153783,16.756655
14.873604,-5.3361187
-0.9061387,15.579285
9.17071,15.9779
14.217907,4.741256
-3.0218663,15.631453
14.289437,-5.8786893
11.074586,12.771031
6.9476104,17.210392
15.086965,5.5882707
-6.2926455,7.782825
14.985336,-5.1163616
18.585543,-4.649431
14.791303,-5.8830776
-3.203262,16.783207
9.145405,16.01927
9.021169,16.515034
22.018764,6.251666
7.082476,17.269386
15.847842,8.020662
17.806269,-4.9732594
2.4561956,21.147583
18.45286,-4.767621
19.778057,1.4658847
19.790613,1.4799633
15.7511835,7.2523503
21.588404,6.7587085
0.34464338,2.2910244
22.239134,6.2488074
12.582592,-5.0117154
21.710712,3.6434963
-2.5171783,15.854486
16.217766,6.312918
7.456393,17.700045
14.534177,4.9817467
18.489933,-4.7406015
13.481522,5.491415
-2.1894252,-3.868126
2.4173572,21.068108
14.324428,7.8217955
14.564293,5.178241
14.961731,5.777613
7.629012,22.700611
21.86431,7.2246385
13.725626,5.673793
15.115817,11.032488
22.392693,7.4357934
12.265277,-2.9442055
-1.0576007,15.702722
15.203294,10.785907
-0.8085892,-3.5540917
9.01178,16.52977
24.33651,-1.2286067
21.515537,3.6022956
21.916481,4.3599315
-3.3188307,13.879411
-4.5156584,14.0892315
18.612026,-4.636047
21.366241,3.8184266
19.01147,-3.854142
15.281481,10.915655
10.659196,12.099649
-1.0448865,15.763458
23.786787,-2.0308928
14.982887,-5.1695447
14.4987,-5.819143
-0.48492613,16.4543
7.4448466,22.07853
-4.22242,16.436691
18.419313,0.2617053
12.620045,-4.954352
-3.138748,15.670563
15.226019,5.9785976
15.548628,-5.3284183
15.690968,8.171109
15.826904,7.9572988
9.171529,16.745415
14.953935,5.8359385
19.037073,-3.8372793
14.8987465,4.722679
18.210531,0.048822466
8.658678,11.933771
-6.6930933,12.992773
19.767895,1.4562081
-3.208303,-2.5698395
2.412534,21.845821
14.245805,5.1055994
-0.16822901,2.1414354
11.940417,-4.76893
14.835603,-5.277847
15.1189,5.5574813
19.817518,1.5083499
-3.5560699,-2.8914502
9.176582,16.750727
9.047505,16.190517
15.086768,11.021604
-2.5599527,-2.5974112
12.169381,-1.807212
13.482402,-5.073342
-2.1702623,19.436373
-0.14656523,18.23405
14.250918,21.434786
-0.14559409,18.23359
14.824367,5.717792
14.970124,-5.2782326
0.02073405,2.1712735
-5.887332,13.211937
1.591944,1.7082783
-1.0237036,15.72099
24.324202,-1.2424173
8.688756,11.872067
12.304317,-0.35069174
21.739697,6.6289954
-3.5605247,1.07394
6.471231,19.16659
18.621008,-4.619791
19.760069,1.4462132
15.431579,-5.4235287
15.546838,-5.3408976
19.863321,1.5620683
-3.0995767,-2.5748758
7.391432,19.419811
18.53629,-4.6951504
-4.4614134,0.18815646
15.066183,-5.709718
5.802615,18.04151
19.764029,1.4520186
15.239898,10.844132
15.858485,6.3764634
21.701794,4.1735044
14.53255,4.4894857
21.67776,3.6151996
18.52035,-4.718883
-7.135669,12.05947
18.792696,-4.3914185
18.39724,0.23436946
15.593165,-5.3844213
22.26806,6.2253504
18.897005,-4.1611323
22.000164,5.9207883
13.484059,6.044276
18.381939,0.23804586
-4.857441,14.812965
18.45407,-4.762324
-6.0718117,7.333136
16.33477,6.359241
14.687261,-5.361097
18.74411,-4.4655204
2.3467295,21.821043
10.912511,11.991551
21.913729,6.1951275
14.347352,8.947235
6.4447465,16.340027
15.441433,-5.5632625
-0.9535532,15.873225
-0.26818267,17.637049
14.226258,-5.9830832
15.383362,-5.338701
14.408269,4.5523567
14.82697,5.8427753
16.384983,6.389486
2.074214,2.2935956
7.9448566,17.640312
14.986724,-5.843269
16.010862,6.3625035
8.519594,17.349031
13.8412285,8.783811
14.603385,6.7372465
-0.75170153,2.2609613
-6.836183,9.487703
14.810561,-5.2645097
14.224971,-5.893487
21.368076,3.8295038
12.166039,-1.8398441
15.605572,-5.390688
2.2872007,21.753702
14.509378,6.8460836
-1.2598983,16.048038
8.844205,17.00327
-4.520079,14.051174
18.760645,-4.483251
15.837463,8.035182
-4.0911326,-1.6066839
-0.99929494,15.871199
14.704248,-5.335711
-1.071136,15.739224
-8.2958975,18.493534
-2.2200153,15.105699
-6.427346,13.195212
21.52157,6.588414
18.71954,-4.5312676
15.381995,10.430299
8.728924,17.11441
-4.5815167,-1.0296919
22.269396,6.252039
-6.4729133,10.808926
14.979926,-5.2325315
18.201063,0.03904601
14.97946,4.8043666
19.928085,1.6387869
14.517981,4.4840684
16.078442,6.273856
8.709848,17.097733
2.4726417,0.80353206
-0.53317934,16.429638
14.4273205,5.078585
15.203926,-5.1130967
18.51361,-4.730672
15.651622,-5.373444
14.388221,-5.7006
18.649199,-4.59556
18.345566,0.15699385
-0.33376896,17.460388
17.84529,-4.960244
22.536627,7.086575
12.721475,-4.991566
-6.1220407,12.824333
16.373945,6.3534746
-5.473905,13.5574875
14.638798,7.9208775
23.78135,-2.039136
-5.3501477,10.995196
21.961994,6.2159395
-4.8626914,14.783192
-6.66054,10.570659
7.9195414,22.654837
2.55156,20.916193
10.776458,11.954031
2.8770165,20.706495
-3.9859505,12.995851
-1.829775,17.456152
-5.2506075,12.582491
10.913434,13.021685
-4.5659375,-0.678905
2.0829113,2.302947
19.03042,-3.836752
15.597055,-5.3850703
-5.0598974,-6.8324223
21.706182,6.721863
14.194783,5.210436
15.993999,6.3165736
7.198753,13.169374
-1.7044122,17.364494
1.8310292,1.9422942
12.242229,-2.3618639
-0.9969079,1.6546746
21.678656,4.1446815
14.036262,8.852741
7.533306,22.376858
7.334945,22.061356
-6.629769,12.624412
9.168946,15.974654
-2.1541321,-4.1816735
14.06993,7.3811016
8.575726,17.240982
7.390649,18.457272
14.172673,5.2686768
-3.527828,13.599588
14.389841,5.1432753
21.849094,5.880842
14.493983,-5.5635576
-1.6952636,-3.5231836
-0.394518,17.3346
10.839903,11.891714
-1.5809462,19.19765
-1.5157992,19.15274
-4.521353,14.107017
5.8761835,6.718502
-0.5796648,2.625931
2.872806,20.768713
18.236624,0.07496539
21.901945,5.8646407
22.012636,6.0707746
21.70485,3.6168404
15.60163,-5.381224
22.143158,6.0394816
15.206196,-5.484457
19.026133,-3.8458102
12.174081,-1.7767333
21.727442,4.2526674
2.852633,20.796995
21.47666,7.238594
12.423186,-4.727456
8.318639,21.271088
7.3365006,19.572392
-8.355635,18.429157
1.5673281,-8.520326
16.351797,6.336661
19.009577,-3.864913
9.173031,15.96742
-4.102116,16.543417
-3.4170413,16.932436
-4.8060966,10.42956
18.644808,-4.602321
1.6001841,1.6769489
7.2177505,16.833496
15.664489,10.364222
14.406725,8.80564
16.306627,6.432191
21.528687,3.592309
14.492946,6.537705
14.606566,4.9787827
14.733345,-5.327372
19.759497,1.4466152
14.764666,-5.908205
21.439129,3.9667032
-0.37141535,17.75163
-5.878208,13.154728
-3.8860745,16.074842
11.935789,-4.92909
8.321925,21.2564
18.634989,-4.6066036
19.739866,1.4250429
12.166311,-1.890213
13.492124,-5.0736766
2.1048903,2.326192
15.009721,-5.139267
18.679996,-4.5710273
-5.511845,-1.4087282
14.303897,5.30727
-7.7308216,19.034096
-4.7465887,9.517935
-3.97167,16.65791
15.306743,-5.534067
15.042177,-5.125921
8.389438,17.461477
15.749014,7.261692
19.023031,-3.839956
9.166908,15.967981
16.37411,6.465322
15.399733,10.860331
18.524858,0.38208604
-3.1598747,15.705988
-2.2991443,15.112072
15.782662,7.2338414
-5.4035144,13.571512
15.464839,-5.459631
15.778923,7.2423196
21.777906,7.0415154
14.961371,-5.2655325
18.5457,0.40212494
-6.2336736,7.474928
-5.0509253,10.354562
7.4089236,18.389751
2.5519817,0.74926966
-4.820254,10.473846
14.809101,-5.8915944
21.921972,4.1910305
9.101623,16.629063
7.582602,22.283083
14.228825,-5.9614477
-4.448541,0.16648556
-3.43123,-3.149293
11.939436,-4.7181935
12.1855955,-1.7415882
18.67263,-4.577886
14.75024,-5.2933908
8.6194315,22.28724
-6.748575,9.919735
15.257313,5.5687976
15.005074,-5.141798
